Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human homology type	Human orthology confidence [0 low, 1 high]
ENSTGUG00000000220	ENSTGUT00000000233	ENSG00000187054	TMPRSS11A	ENSP00000334611	4	67909385	ortholog_many2many	0
ENSTGUG00000000221	ENSTGUT00000000225	ENSG00000143740	SNAP47	ENSP00000314157	1	227728539	ortholog_one2one	1
ENSTGUG00000000222	ENSTGUT00000000226							
ENSTGUG00000000223	ENSTGUT00000000227							
ENSTGUG00000000225	ENSTGUT00000000232	ENSG00000143816	WNT9A	ENSP00000272164	1	227918656	ortholog_one2one	1
ENSTGUG00000000226	ENSTGUT00000000231							
ENSTGUG00000000227	ENSTGUT00000000240	ENSG00000147432	CHRNB3	ENSP00000289957	8	42697376	ortholog_one2one	1
ENSTGUG00000000228	ENSTGUT00000000234	ENSG00000155850	SLC26A2	ENSP00000286298	5	149960737	ortholog_one2many	1
ENSTGUG00000000229	ENSTGUT00000000236	ENSG00000154342	WNT3A	ENSP00000284523	1	228006998	ortholog_one2one	1
ENSTGUG00000000230	ENSTGUT00000000237	ENSG00000177098	SCN4B	ENSP00000322460	11	118133377	ortholog_one2one	1
ENSTGUG00000000231	ENSTGUT00000000235							
ENSTGUG00000000232	ENSTGUT00000000244	ENSG00000155846	PPARGC1B	ENSP00000312649	5	149730298	ortholog_one2one	1
ENSTGUG00000000233	ENSTGUT00000000239	ENSG00000143761	ARF1	ENSP00000440005	1	228082660	ortholog_one2one	1
ENSTGUG00000000234	ENSTGUT00000000238	ENSG00000160588	MPZL3	ENSP00000278949	11	118226690	ortholog_one2many	0
ENSTGUG00000000235	ENSTGUT00000000241	ENSG00000149573	MPZL2	ENSP00000278937	11	118253416	ortholog_one2one	1
ENSTGUG00000000236	ENSTGUT00000000249	ENSG00000143774	GUK1	ENSP00000355689	1	228139962	ortholog_one2one	1
ENSTGUG00000000236	ENSTGUT00000000250	ENSG00000143774	GUK1	ENSP00000355689	1	228139962	ortholog_one2one	1
ENSTGUG00000000237	ENSTGUT00000000242	ENSG00000131931	THAP1	ENSP00000254250	8	42836674	ortholog_one2one	1
ENSTGUG00000000238	ENSTGUT00000000245							
ENSTGUG00000000239	ENSTGUT00000000243	ENSG00000160654	CD3G	ENSP00000431445	11	118344344	ortholog_many2many	0
ENSTGUG00000000239	ENSTGUT00000000243	ENSG00000167286	CD3D	ENSP00000300692	11	118338954	ortholog_many2many	0
ENSTGUG00000000240	ENSTGUT00000000247	ENSG00000160654	CD3G	ENSP00000431445	11	118344344	ortholog_many2many	0
ENSTGUG00000000240	ENSTGUT00000000247	ENSG00000167286	CD3D	ENSP00000300692	11	118338954	ortholog_many2many	1
ENSTGUG00000000241	ENSTGUT00000000246	ENSG00000183111	ARHGEF37	ENSP00000328083	5	149551947	ortholog_one2many	0
ENSTGUG00000000242	ENSTGUT00000000248	ENSG00000120925	RNF170	ENSP00000445725	8	42849637	ortholog_one2one	1
ENSTGUG00000000243	ENSTGUT00000000255	ENSG00000113712	CSNK1A1	ENSP00000421689	5	149492197	ortholog_one2many	1
ENSTGUG00000000243	ENSTGUT00000000256	ENSG00000113712	CSNK1A1	ENSP00000421689	5	149492197	ortholog_one2many	1
ENSTGUG00000000244	ENSTGUT00000000262	ENSG00000086827	ZW10	ENSP00000200135	11	113733187	ortholog_one2one	1
ENSTGUG00000000245	ENSTGUT00000000273	ENSG00000168172	HOOK3	ENSP00000305699	8	42896946	ortholog_one2one	1
ENSTGUG00000000246	ENSTGUT00000000251	ENSG00000198835	GJC2	ENSP00000355675	1	228149930	ortholog_one2one	1
ENSTGUG00000000247	ENSTGUT00000000252	ENSG00000181873	IBA57	ENSP00000355672	1	228165804	ortholog_one2one	1
ENSTGUG00000000248	ENSTGUT00000000253							
ENSTGUG00000000249	ENSTGUT00000000258	ENSG00000154358	OBSCN	ENSP00000455507	1	228208130	ortholog_one2one	0
ENSTGUG00000000249	ENSTGUT00000000259	ENSG00000154358	OBSCN	ENSP00000455507	1	228208130	ortholog_one2one	0
ENSTGUG00000000250	ENSTGUT00000000260	ENSG00000079313	REXO1	ENSP00000170168	19	1815248	ortholog_one2one	1
ENSTGUG00000000250	ENSTGUT00000000264	ENSG00000079313	REXO1	ENSP00000170168	19	1815248	ortholog_one2one	1
ENSTGUG00000000251	ENSTGUT00000000257	ENSG00000127743	IL17B	ENSP00000261796	5	149371324	ortholog_one2one	1
ENSTGUG00000000252	ENSTGUT00000000266	ENSG00000145882	PCYOX1L	ENSP00000274569	5	149358037	ortholog_one2one	1
ENSTGUG00000000253	ENSTGUT00000000261							
ENSTGUG00000000254	ENSTGUT00000000263	ENSG00000180432	CYP8B1	ENSP00000318867	3	42856005	ortholog_one2one	1
ENSTGUG00000000255	ENSTGUT00000000272	ENSG00000149295	DRD2	ENSP00000354859	11	113409605	ortholog_one2one	1
ENSTGUG00000000256	ENSTGUT00000000265	ENSG00000144648	ACKR2	ENSP00000416996	3	42804752	ortholog_one2many	1
ENSTGUG00000000257	ENSTGUT00000000269	ENSG00000129968	ABHD17A	ENSP00000250974	19	1876810	ortholog_one2one	1
ENSTGUG00000000258	ENSTGUT00000000267	ENSG00000181061	HIGD1A	ENSP00000398064	3	42784298	ortholog_one2one	1
ENSTGUG00000000259	ENSTGUT00000000270	ENSG00000164284	GRPEL2	ENSP00000329558	5	149345430	ortholog_one2one	1
ENSTGUG00000000260	ENSTGUT00000000268	ENSG00000280571	AC006059.2	ENSP00000496982	3	42705756	ortholog_many2many	1
ENSTGUG00000000260	ENSTGUT00000000268	ENSG00000244607	CCDC13	ENSP00000309836	3	42708269	ortholog_many2many	1
ENSTGUG00000000261	ENSTGUT00000000274	ENSG00000010282	HHATL	ENSP00000405423	3	42692663	ortholog_one2one	1
ENSTGUG00000000262	ENSTGUT00000000271							
ENSTGUG00000000263	ENSTGUT00000000276	ENSG00000157510	AFAP1L1	ENSP00000296721	5	149271859	ortholog_one2one	1
ENSTGUG00000000264	ENSTGUT00000000275							
ENSTGUG00000000265	ENSTGUT00000000280	ENSG00000176407	KCMF1	ENSP00000386738	2	84971093	ortholog_one2one	1
ENSTGUG00000000266	ENSTGUT00000000278	ENSG00000157119	KLHL40	ENSP00000287777	3	42685519	ortholog_one2one	1
ENSTGUG00000000267	ENSTGUT00000000277	ENSG00000170209	ANKK1	ENSP00000306678	11	113387791	ortholog_one2one	0
ENSTGUG00000000268	ENSTGUT00000000281	ENSG00000227500	SCAMP4	ENSP00000316007	19	1905372	ortholog_one2one	1
ENSTGUG00000000269	ENSTGUT00000000284	ENSG00000173210	ABLIM3	ENSP00000425394	5	149141483	ortholog_one2one	1
ENSTGUG00000000270	ENSTGUT00000000283							
ENSTGUG00000000271	ENSTGUT00000000279							
ENSTGUG00000000272	ENSTGUT00000000282	ENSG00000114853	ZBTB47	ENSP00000232974	3	42653697	ortholog_one2one	1
ENSTGUG00000000273	ENSTGUT00000000286	ENSG00000168522	FNTA	ENSP00000303423	8	43034194	ortholog_one2one	1
ENSTGUG00000000274	ENSTGUT00000000285	ENSG00000133243	BTBD2	ENSP00000255608	19	1985438	ortholog_one2one	1
ENSTGUG00000000275	ENSTGUT00000000298	ENSG00000149294	NCAM1	ENSP00000480132	11	112961247	ortholog_one2one	1
ENSTGUG00000000276	ENSTGUT00000000289	ENSG00000114857	NKTR	ENSP00000232978	3	42600655	ortholog_one2one	1
ENSTGUG00000000277	ENSTGUT00000000293	ENSG00000169247	SH3TC2	ENSP00000423660	5	148923639	ortholog_one2one	1
ENSTGUG00000000278	ENSTGUT00000000288	ENSG00000099875	MKNK2	ENSP00000250896	19	2037465	ortholog_one2one	1
ENSTGUG00000000279	ENSTGUT00000000287	ENSG00000172728	FUT10	ENSP00000332757	8	33370824	ortholog_one2one	1
ENSTGUG00000000280	ENSTGUT00000000294	ENSG00000157168	NRG1	ENSP00000287842	8	31639222	ortholog_one2one	1
ENSTGUG00000000281	ENSTGUT00000000291	ENSG00000172081	MOB3A	ENSP00000349575	19	2071036	ortholog_one2one	1
ENSTGUG00000000282	ENSTGUT00000000290	ENSG00000093183	SEC22C	ENSP00000264454	3	42547969	ortholog_one2many	1
ENSTGUG00000000283	ENSTGUT00000000292	ENSG00000093183	SEC22C	ENSP00000264454	3	42547969	ortholog_one2many	1
ENSTGUG00000000284	ENSTGUT00000000302	ENSG00000065000	AP3D1	ENSP00000495274	19	2100988	ortholog_one2one	1
ENSTGUG00000000285	ENSTGUT00000000297	ENSG00000114812	VIPR1	ENSP00000327246	3	42489299	ortholog_one2many	1
ENSTGUG00000000286	ENSTGUT00000000295							
ENSTGUG00000000287	ENSTGUT00000000300	ENSG00000175445	LPL	ENSP00000309757	8	19901717	ortholog_one2one	1
ENSTGUG00000000288	ENSTGUT00000000296	ENSG00000168246	UBTD2	ENSP00000377381	5	172209646	ortholog_one2one	1
ENSTGUG00000000289	ENSTGUT00000000303	ENSG00000072786	STK10	ENSP00000176763	5	172042079	ortholog_one2one	1
ENSTGUG00000000290	ENSTGUT00000000314							
ENSTGUG00000000291	ENSTGUT00000000299							
ENSTGUG00000000292	ENSTGUT00000000301	ENSG00000150787	PTS	ENSP00000280362	11	112226367	ortholog_one2one	1
ENSTGUG00000000293	ENSTGUT00000000311	ENSG00000156011	PSD3	ENSP00000324127	8	18527303	ortholog_one2one	1
ENSTGUG00000000294	ENSTGUT00000000305	ENSG00000197580	BCO2	ENSP00000350314	11	112175467	ortholog_one2many	1
ENSTGUG00000000295	ENSTGUT00000000309	ENSG00000104885	DOT1L	ENSP00000381657	19	2163933	ortholog_one2one	1
ENSTGUG00000000296	ENSTGUT00000000304	ENSG00000174705	SH3PXD2B	ENSP00000309714	5	172325000	ortholog_one2many	1
ENSTGUG00000000297	ENSTGUT00000000308	ENSG00000150782	IL18	ENSP00000280357	11	112143253	ortholog_one2one	1
ENSTGUG00000000298	ENSTGUT00000000306	ENSG00000214357	NEURL1B	ENSP00000358815	5	172641266	ortholog_one2one	1
ENSTGUG00000000299	ENSTGUT00000000307	ENSG00000120129	DUSP1	ENSP00000239223	5	172768096	ortholog_one2one	1
ENSTGUG00000000300	ENSTGUT00000000317	ENSG00000113719	ERGIC1	ENSP00000377374	5	172834251	ortholog_one2one	1
ENSTGUG00000000301	ENSTGUT00000000310	ENSG00000255292	AP002884.3	ENSP00000456434	11	112086903	ortholog_one2many	1
ENSTGUG00000000301	ENSTGUT00000000310	ENSG00000204370	SDHD	ENSP00000364699	11	112086824	ortholog_one2many	1
ENSTGUG00000000302	ENSTGUT00000000312	ENSG00000104886	PLEKHJ1	ENSP00000464955	19	2230084	ortholog_one2one	1
ENSTGUG00000000303	ENSTGUT00000000313							
ENSTGUG00000000303	ENSTGUT00000000316							
ENSTGUG00000000304	ENSTGUT00000000315							
ENSTGUG00000000305	ENSTGUT00000000319	ENSG00000104897	SF3A2	ENSP00000221494	19	2236824	ortholog_one2one	1
ENSTGUG00000000306	ENSTGUT00000000342	ENSG00000078549	ADCYAP1R1	ENSP00000483721	7	31052461	ortholog_one2one	1
ENSTGUG00000000307	ENSTGUT00000000318	ENSG00000165028	NIPSNAP3B	ENSP00000363894	9	104764129	ortholog_one2many	1
ENSTGUG00000000307	ENSTGUT00000000318	ENSG00000136783	NIPSNAP3A	ENSP00000363899	9	104747683	ortholog_one2many	1
ENSTGUG00000000308	ENSTGUT00000000323	ENSG00000150768	DLAT	ENSP00000280346	11	112024814	ortholog_one2one	1
ENSTGUG00000000309	ENSTGUT00000000321	ENSG00000161970	RPL26	ENSP00000463784	17	8377516	ortholog_one2one	1
ENSTGUG00000000310	ENSTGUT00000000346	ENSG00000165029	ABCA1	ENSP00000363868	9	104781006	ortholog_one2many	1
ENSTGUG00000000311	ENSTGUT00000000320	ENSG00000104899	AMH	ENSP00000221496	19	2249309	ortholog_one2one	1
ENSTGUG00000000312	ENSTGUT00000000329	ENSG00000104904	OAZ1	ENSP00000473381	19	2269509	ortholog_one2one	1
ENSTGUG00000000313	ENSTGUT00000000322	ENSG00000113732	ATP6V0E1	ENSP00000429690	5	172983771	ortholog_one2one	1
ENSTGUG00000000314	ENSTGUT00000000324	ENSG00000164463	CREBRF	ENSP00000296953	5	173056352	ortholog_one2one	1
ENSTGUG00000000315	ENSTGUT00000000326	ENSG00000150764	DIXDC1	ENSP00000394352	11	111927144	ortholog_one2one	1
ENSTGUG00000000316	ENSTGUT00000000325	ENSG00000113734	BNIP1	ENSP00000231668	5	173144442	ortholog_one2one	1
ENSTGUG00000000317	ENSTGUT00000000330	ENSG00000183072	NKX2-5	ENSP00000327758	5	173232109	ortholog_one2one	1
ENSTGUG00000000319	ENSTGUT00000000328	ENSG00000254445	HSPB2-C11orf52	ENSP00000457706	11	111912736	ortholog_one2many	1
ENSTGUG00000000319	ENSTGUT00000000328	ENSG00000170276	HSPB2	ENSP00000302476	11	111912734	ortholog_one2many	1
ENSTGUG00000000320	ENSTGUT00000000334	ENSG00000109846	CRYAB	ENSP00000433560	11	111908619	ortholog_one2one	1
ENSTGUG00000000321	ENSTGUT00000000331							
ENSTGUG00000000322	ENSTGUT00000000333	ENSG00000113739	STC2	ENSP00000265087	5	173314713	ortholog_one2one	1
ENSTGUG00000000323	ENSTGUT00000000332	ENSG00000220008	LINGO3	ENSP00000467753	19	2289784	ortholog_one2one	1
ENSTGUG00000000324	ENSTGUT00000000336	ENSG00000145919	BOD1	ENSP00000309644	5	173607514	ortholog_one2many	1
ENSTGUG00000000324	ENSTGUT00000000336	ENSG00000228075	BOD1L2	ENSP00000467843	18	57147087	ortholog_one2many	1
ENSTGUG00000000325	ENSTGUT00000000335							
ENSTGUG00000000326	ENSTGUT00000000338	ENSG00000255561	FDXACB1	ENSP00000260257	11	111874056	ortholog_one2one	1
ENSTGUG00000000326	ENSTGUT00000000340	ENSG00000255561	FDXACB1	ENSP00000260257	11	111874056	ortholog_one2one	1
ENSTGUG00000000326	ENSTGUT00000000341	ENSG00000255561	FDXACB1	ENSP00000260257	11	111874056	ortholog_one2one	1
ENSTGUG00000000327	ENSTGUT00000000339	ENSG00000181143	MUC16	ENSP00000381008	19	8848844	ortholog_one2many	0
ENSTGUG00000000328	ENSTGUT00000000337							
ENSTGUG00000000329	ENSTGUT00000000343	ENSG00000113742	CPEB4	ENSP00000265085	5	173888349	ortholog_one2one	1
ENSTGUG00000000330	ENSTGUT00000000344	ENSG00000115085	ZAP70	ENSP00000264972	2	97713560	ortholog_one2one	1
ENSTGUG00000000331	ENSTGUT00000000345	ENSG00000086848	ALG9	ENSP00000482437	11	111782195	ortholog_one2many	1
ENSTGUG00000000331	ENSTGUT00000000345	ENSG00000258529	AP001781.2	ENSP00000482396	11	111786286	ortholog_one2many	1
ENSTGUG00000000332	ENSTGUT00000000352	ENSG00000106128	GHRHR	ENSP00000320180	7	30938669	ortholog_one2many	1
ENSTGUG00000000333	ENSTGUT00000000348	ENSG00000170091	NSG2	ENSP00000307722	5	174045706	ortholog_one2one	1
ENSTGUG00000000334	ENSTGUT00000000357	ENSG00000142303	ADAMTS10	ENSP00000471851	19	8580240	ortholog_one2one	1
ENSTGUG00000000335	ENSTGUT00000000354	ENSG00000170145	SIK2	ENSP00000305976	11	111602449	ortholog_one2many	1
ENSTGUG00000000336	ENSTGUT00000000347	ENSG00000165029	ABCA1	ENSP00000363868	9	104781006	ortholog_one2many	0
ENSTGUG00000000337	ENSTGUT00000000353	ENSG00000070214	SLC44A1	ENSP00000363852	9	105244622	ortholog_one2one	1
ENSTGUG00000000339	ENSTGUT00000000350	ENSG00000120149	MSX2	ENSP00000239243	5	174724582	ortholog_one2one	1
ENSTGUG00000000340	ENSTGUT00000000351	ENSG00000184845	DRD1	ENSP00000377353	5	175440036	ortholog_one2one	1
ENSTGUG00000000341	ENSTGUT00000000355	ENSG00000164466	SFXN1	ENSP00000316905	5	175477062	ortholog_one2one	1
ENSTGUG00000000342	ENSTGUT00000000356	ENSG00000250424	AC004691.2	ENSP00000421315	7	30852273	ortholog_one2many	1
ENSTGUG00000000342	ENSTGUT00000000356	ENSG00000240583	AQP1	ENSP00000311165	7	30911694	ortholog_one2many	1
ENSTGUG00000000343	ENSTGUT00000000372	ENSG00000113396	SLC27A6	ENSP00000262462	5	128538013	ortholog_one2one	1
ENSTGUG00000000344	ENSTGUT00000000358	ENSG00000204381	LAYN	ENSP00000364765	11	111540280	ortholog_one2one	1
ENSTGUG00000000345	ENSTGUT00000000364	ENSG00000112984	KIF20A	ENSP00000378356	5	138178719	ortholog_one2many	1
ENSTGUG00000000346	ENSTGUT00000000361	ENSG00000142347	MYO1F	ENSP00000344871	19	8520790	ortholog_one2one	1
ENSTGUG00000000347	ENSTGUT00000000363	ENSG00000106125	MINDY4	ENSP00000265299	7	30771417	ortholog_one2many	1
ENSTGUG00000000348	ENSTGUT00000000359	ENSG00000137707	BTG4	ENSP00000348300	11	111467526	ortholog_one2one	1
ENSTGUG00000000349	ENSTGUT00000000360							
ENSTGUG00000000350	ENSTGUT00000000366	ENSG00000167604	AD000864.1	ENSP00000380109	19	35887653	ortholog_one2many	0
ENSTGUG00000000351	ENSTGUT00000000362	ENSG00000133250	ZNF414	ENSP00000377504	19	8509678	ortholog_one2one	0
ENSTGUG00000000352	ENSTGUT00000000368							
ENSTGUG00000000353	ENSTGUT00000000365	ENSG00000106125	MINDY4	ENSP00000265299	7	30771417	ortholog_one2many	0
ENSTGUG00000000354	ENSTGUT00000000377	ENSG00000112983	BRD8	ENSP00000254900	5	138139766	ortholog_one2many	1
ENSTGUG00000000355	ENSTGUT00000000369	ENSG00000115602	IL1RL1	ENSP00000233954	2	102311502	ortholog_one2many	0
ENSTGUG00000000356	ENSTGUT00000000367	ENSG00000150750	C11orf53	ENSP00000489630	11	111245805	ortholog_one2one	1
ENSTGUG00000000357	ENSTGUT00000000371	ENSG00000172273	HINFP	ENSP00000318085	11	119121587	ortholog_one2one	1
ENSTGUG00000000358	ENSTGUT00000000370	ENSG00000167769	ACER1	ENSP00000301452	19	6306142	ortholog_one2one	1
ENSTGUG00000000359	ENSTGUT00000000374	ENSG00000106113	CRHR2	ENSP00000340943	7	30651942	ortholog_one2many	1
ENSTGUG00000000360	ENSTGUT00000000373	ENSG00000130382	MLLT1	ENSP00000252674	19	6210381	ortholog_one2one	1
ENSTGUG00000000361	ENSTGUT00000000376	ENSG00000172350	ABCG4	ENSP00000481728	11	119149052	ortholog_one2one	1
ENSTGUG00000000362	ENSTGUT00000000375	ENSG00000066583	ISOC1	ENSP00000173527	5	129094749	ortholog_one2one	1
ENSTGUG00000000363	ENSTGUT00000000379	ENSG00000130377	ACSBG2	ENSP00000465589	19	6135247	ortholog_one2one	1
ENSTGUG00000000364	ENSTGUT00000000383	ENSG00000106105	GARS	ENSP00000373918	7	30594838	ortholog_one2one	1
ENSTGUG00000000365	ENSTGUT00000000389	ENSG00000145808	ADAMTS19	ENSP00000274487	5	129460281	ortholog_one2one	1
ENSTGUG00000000366	ENSTGUT00000000381	ENSG00000160703	NLRX1	ENSP00000387334	11	119166568	ortholog_one2one	1
ENSTGUG00000000368	ENSTGUT00000000380	ENSG00000145912	NHP2	ENSP00000274606	5	178149460	ortholog_one2one	1
ENSTGUG00000000369	ENSTGUT00000000396	ENSG00000087903	RFX2	ENSP00000306335	19	5993164	ortholog_one2one	1
ENSTGUG00000000370	ENSTGUT00000000386	ENSG00000027847	B4GALT7	ENSP00000029410	5	177600132	ortholog_one2one	1
ENSTGUG00000000371	ENSTGUT00000000382							
ENSTGUG00000000372	ENSTGUT00000000385	ENSG00000172367	PDZD3	ENSP00000347742	11	119185457	ortholog_one2one	1
ENSTGUG00000000373	ENSTGUT00000000384							
ENSTGUG00000000374	ENSTGUT00000000387	ENSG00000144677	CTDSPL	ENSP00000273179	3	37861880	ortholog_one2many	1
ENSTGUG00000000375	ENSTGUT00000000388	ENSG00000110395	CBL	ENSP00000264033	11	119206276	ortholog_one2many	1
ENSTGUG00000000376	ENSTGUT00000000390	ENSG00000169223	LMAN2	ENSP00000303366	5	177331567	ortholog_one2one	1
ENSTGUG00000000377	ENSTGUT00000000402	ENSG00000136059	VILL	ENSP00000283713	3	37988059	ortholog_one2one	1
ENSTGUG00000000378	ENSTGUT00000000391							
ENSTGUG00000000379	ENSTGUT00000000394	ENSG00000076706	AP002956.1	ENSP00000264036	11	119308529	ortholog_one2one	0
ENSTGUG00000000380	ENSTGUT00000000392	ENSG00000198108	CHSY3	ENSP00000302629	5	129904465	ortholog_one2one	1
ENSTGUG00000000381	ENSTGUT00000000399	ENSG00000169220	RGS14	ENSP00000386229	5	177357924	ortholog_one2one	1
ENSTGUG00000000382	ENSTGUT00000000393							
ENSTGUG00000000383	ENSTGUT00000000404							
ENSTGUG00000000384	ENSTGUT00000000395	ENSG00000173456	RNF26	ENSP00000312439	11	119334527	ortholog_one2one	0
ENSTGUG00000000385	ENSTGUT00000000397	ENSG00000223953	C1QTNF5	ENSP00000431140	11	119338942	ortholog_one2one	1
ENSTGUG00000000386	ENSTGUT00000000398							
ENSTGUG00000000387	ENSTGUT00000000400	ENSG00000235718	MFRP	ENSP00000481824	11	119338942	ortholog_one2one	0
ENSTGUG00000000387	ENSTGUT00000000401	ENSG00000235718	MFRP	ENSP00000481824	11	119338942	ortholog_one2one	0
ENSTGUG00000000388	ENSTGUT00000000403	ENSG00000216490	IFI30	ENSP00000384886	19	18173162	ortholog_one2one	1
ENSTGUG00000000389	ENSTGUT00000000405	ENSG00000131183	SLC34A1	ENSP00000321424	5	177379235	ortholog_one2one	1
ENSTGUG00000000390	ENSTGUT00000000409	ENSG00000036672	USP2	ENSP00000260187	11	119355215	ortholog_one2one	1
ENSTGUG00000000391	ENSTGUT00000000408	ENSG00000187091	PLCD1	ENSP00000430344	3	38007496	ortholog_one2one	1
ENSTGUG00000000392	ENSTGUT00000000415	ENSG00000268173	AC007192.1	ENSP00000471914	19	18153158	ortholog_one2many	1
ENSTGUG00000000392	ENSTGUT00000000415	ENSG00000105647	PIK3R2	ENSP00000222254	19	18153163	ortholog_one2many	1
ENSTGUG00000000393	ENSTGUT00000000406							
ENSTGUG00000000394	ENSTGUT00000000407							
ENSTGUG00000000395	ENSTGUT00000000410	ENSG00000169567	HINT1	ENSP00000304229	5	131159027	ortholog_one2one	1
ENSTGUG00000000396	ENSTGUT00000000419	ENSG00000198055	GRK6	ENSP00000347655	5	177403204	ortholog_one2one	1
ENSTGUG00000000397	ENSTGUT00000000412	ENSG00000008226	DLEC1	ENSP00000308597	3	38039205	ortholog_one2many	1
ENSTGUG00000000397	ENSTGUT00000000414	ENSG00000008226	DLEC1	ENSP00000308597	3	38039205	ortholog_one2many	1
ENSTGUG00000000398	ENSTGUT00000000416	ENSG00000154096	THY1	ENSP00000284240	11	119417378	ortholog_one2one	1
ENSTGUG00000000399	ENSTGUT00000000411	ENSG00000186687	LYRM7	ENSP00000368688	5	131170944	ortholog_one2one	1
ENSTGUG00000000400	ENSTGUT00000000413	ENSG00000158985	CDC42SE2	ENSP00000427421	5	131245493	ortholog_one2one	1
ENSTGUG00000000401	ENSTGUT00000000426	ENSG00000090054	SPTLC1	ENSP00000262554	9	92000087	ortholog_one2one	1
ENSTGUG00000000402	ENSTGUT00000000421	ENSG00000060971	ACAA1	ENSP00000333664	3	38103129	ortholog_one2many	1
ENSTGUG00000000403	ENSTGUT00000000423	ENSG00000099308	MAST3	ENSP00000262811	19	18097793	ortholog_one2one	1
ENSTGUG00000000404	ENSTGUT00000000417	ENSG00000110400	NECTIN1	ENSP00000264025	11	119623408	ortholog_one2one	1
ENSTGUG00000000405	ENSTGUT00000000418	ENSG00000137699	TRIM29	ENSP00000343129	11	120111286	ortholog_one2one	1
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000128253	RFPL2	ENSP00000383096	22	32190435	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000128276	RFPL3	ENSP00000249007	22	32354885	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000128250	RFPL1	ENSP00000346342	22	29438583	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000223638	RFPL4A	ENSP00000392936	19	55759014	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000229292	RFPL4AL1	ENSP00000345151	19	55769141	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000281613	AL365214.3	ENSP00000487146	6	112236806	ortholog_many2many	0
ENSTGUG00000000406	ENSTGUT00000000420	ENSG00000251258	RFPL4B	ENSP00000423391	6	112347330	ortholog_many2many	0
ENSTGUG00000000407	ENSTGUT00000000422	ENSG00000184232	OAF	ENSP00000332613	11	120211032	ortholog_one2one	1
ENSTGUG00000000408	ENSTGUT00000000424	ENSG00000196923	PDLIM7	ENSP00000348099	5	177483394	ortholog_one2one	1
ENSTGUG00000000409	ENSTGUT00000000432							
ENSTGUG00000000410	ENSTGUT00000000431	ENSG00000137709	POU2F3	ENSP00000260264	11	120236640	ortholog_one2many	1
ENSTGUG00000000411	ENSTGUT00000000427	ENSG00000105643	ARRDC2	ENSP00000222250	19	18001132	ortholog_one2one	1
ENSTGUG00000000412	ENSTGUT00000000425	ENSG00000146094	DOK3	ENSP00000349727	5	177501907	ortholog_one2one	0
ENSTGUG00000000413	ENSTGUT00000000436	ENSG00000183258	DDX41	ENSP00000330349	5	177511577	ortholog_one2one	1
ENSTGUG00000000414	ENSTGUT00000000429	ENSG00000169071	ROR2	ENSP00000364860	9	91563091	ortholog_one2one	1
ENSTGUG00000000415	ENSTGUT00000000428							
ENSTGUG00000000416	ENSTGUT00000000438	ENSG00000104880	ARHGEF18	ENSP00000352995	19	7395113	ortholog_one2many	1
ENSTGUG00000000416	ENSTGUT00000000438	ENSG00000268861	AC008878.3	ENSP00000482647	19	7382834	ortholog_one2many	1
ENSTGUG00000000417	ENSTGUT00000000430	ENSG00000165030	NFIL3	ENSP00000297689	9	91409045	ortholog_one2one	1
ENSTGUG00000000418	ENSTGUT00000000434	ENSG00000148090	AUH	ENSP00000364883	9	91213815	ortholog_one2one	1
